,locality,Year,house price
821,ARARAT,2010,174000
822,ARDEER,2010,382500
823,ARMADALE,2010,1800000
824,ARMSTRONG CREEK,2010,-
825,ASCOT (GREATER BENDIGO),2010,330000
826,ASCOT VALE,2010,750000
827,ASHBURTON,2010,985000
828,ASHWOOD,2010,760000
829,ASPENDALE,2010,637500
830,ASPENDALE GARDENS,2010,581000
831,ATTWOOD,2010,576000
832,AVENEL,2010,268500
833,AVOCA,2010,144000
834,AVONDALE HEIGHTS,2010,576000
835,AVONSLEIGH,2010,321500
836,BACCHUS MARSH,2010,305000
837,BADGER CREEK,2010,295000
838,BAIRNSDALE,2010,230000
839,BALACLAVA,2010,916000
840,BALCOMBE,2010,655000
841,BALLAN,2010,260000
842,BALLARAT CENTRAL,2010,280000
843,BALLARAT EAST,2010,225500
844,BALLARAT NORTH,2010,272000
845,BALNARRING,2010,480000
846,BALNARRING BEACH,2010,787500
847,BALWYN,2010,1450000
848,BALWYN NORTH,2010,1141000
849,BANNOCKBURN,2010,342500
850,BARANDUDA,2010,353000
851,BARNAWARTHA,2010,169000
852,BARWON HEADS,2010,615500
853,BAXTER,2010,317000
854,BAYSWATER,2010,453500
855,BAYSWATER NORTH,2010,450000
856,BEACONSFIELD,2010,460000
857,BEACONSFIELD UPPER,2010,472000
858,BEAUFORT,2010,174500
859,BEAUMARIS,2010,1107500
860,BEEAC,2010,121500
861,BEECHWORTH,2010,310500
862,BELGRAVE,2010,380000
863,BELGRAVE HEIGHTS,2010,425000
864,BELGRAVE SOUTH,2010,490000
865,BELL PARK,2010,290000
866,BELL POST HILL,2010,310000
867,BELLBRIDGE,2010,316500
868,BELLFIELD (BANYULE),2010,575000
869,BELMONT,2010,338000
870,BENALLA,2010,220000
871,BENDIGO,2010,295000
872,BENTLEIGH,2010,910000
873,BENTLEIGH EAST,2010,760000
874,BERWICK,2010,450000
875,BEULAH,2010,68000
876,BEVERIDGE,2010,522500
877,BIRCHIP,2010,67500
878,BIRREGURRA,2010,230000
879,BITTERN,2010,352000
880,BLACK HILL,2010,263500
881,BLACK ROCK,2010,1390000
882,BLACKBURN,2010,850000
883,BLACKBURN NORTH,2010,659000
884,BLACKBURN SOUTH,2010,670000
885,BLACKWOOD,2010,260000
886,BLAIRGOWRIE,2010,625000
887,BLIND BIGHT,2010,337500
888,BONBEACH,2010,585000
889,BONNIE DOON,2010,210000
890,BONSHAW,2010,-
891,BOOLARRA,2010,178000
892,BOORT,2010,157000
893,BORONIA,2010,450000
894,BOTANIC RIDGE,2010,520000
895,BOX HILL,2010,874000
896,BOX HILL NORTH,2010,726000
897,BOX HILL SOUTH,2010,823000
898,BRAYBROOK,2010,460000
899,BREAKWATER,2010,250000
900,BRIAGOLONG,2010,205000
901,BRIAR HILL,2010,580000
902,BRIGHT,2010,311500
903,BRIGHTON,2010,1810000
904,BRIGHTON EAST,2010,1255000
905,BROADFORD,2010,248500
906,BROADMEADOWS,2010,384000
907,BROOKFIELD,2010,333500
908,BROOKLYN,2010,486500
909,BROWN HILL,2010,261000
910,BRUNSWICK,2010,710000
911,BRUNSWICK EAST,2010,700000
912,BRUNSWICK WEST,2010,728000
913,BRUTHEN,2010,226000
914,BULLEEN,2010,728000
915,BUNDALONG,2010,390000
916,BUNDOORA,2010,500000
917,BUNINYONG,2010,322500
918,BUNYIP,2010,292500
919,BURNLEY,2010,800000
920,BURNSIDE,2010,395000
921,BURNSIDE HEIGHTS,2010,405000
922,BURWOOD,2010,778000
923,BURWOOD EAST,2010,678000
924,CAIRNLEA,2010,463000
925,CALIFORNIA GULLY,2010,209500
926,CAMBERWELL,2010,1345000
927,CAMPBELLFIELD,2010,385000
928,CAMPBELLS CREEK,2010,316000
929,CAMPERDOWN,2010,185000
930,CANADIAN,2010,302500
931,CANN RIVER,2010,87000
932,CANTERBURY,2010,1827500
933,CAPE PATERSON,2010,332500
934,CAPE SCHANCK,2010,545000
935,CAPEL SOUND,2010,355000
936,CARISBROOK,2010,202000
937,CARLTON,2010,900000
938,CARLTON NORTH,2010,930000
939,CARNEGIE,2010,880000
940,CAROLINE SPRINGS,2010,407500
941,CARRUM,2010,500000
942,CARRUM DOWNS,2010,330000
943,CASTERTON,2010,117500
944,CASTLEMAINE,2010,300000
945,CAULFIELD,2010,1180000
946,CAULFIELD EAST,2010,866000
947,CAULFIELD NORTH,2010,1420000
948,CAULFIELD SOUTH,2010,1007500
949,CHADSTONE,2010,670500
950,CHARLEMONT,2010,560000
951,CHARLTON,2010,125000
952,CHELSEA,2010,585500
953,CHELSEA HEIGHTS,2010,445000
954,CHELTENHAM,2010,696000
955,CHELTENHAM EAST,2010,630000
956,CHELTENHAM NORTH,2010,651000
957,CHEWTON,2010,258000
958,CHILTERN,2010,189000
959,CHIRNSIDE PARK,2010,449500
960,CHUM CREEK,2010,400500
961,CHURCHILL,2010,172000
962,CLARINDA,2010,530000
963,CLAYTON,2010,650500
964,CLAYTON NORTH,2010,745500
965,CLAYTON SOUTH,2010,550500
966,CLIFTON HILL,2010,825000
967,CLIFTON SPRINGS,2010,318000
968,CLUNES,2010,187500
969,CLYDE,2010,361500
970,CLYDE NORTH,2010,-
971,COBBLEBANK,2010,-
972,COBDEN,2010,220000
973,COBRAM,2010,212000
974,COBURG,2010,640000
975,COBURG EAST,2010,544000
976,COBURG NORTH,2010,533000
977,COCKATOO,2010,312000
978,COHUNA,2010,137000
979,COLAC,2010,213000
980,COLDSTREAM,2010,395000
981,COLERAINE,2010,95000
982,COLLINGWOOD,2010,751500
983,CONNEWARRE,2010,850000
984,COOLAROO,2010,315000
985,COONANS HILL,2010,690000
986,COONGULLA,2010,163000
987,CORINELLA,2010,325000
988,CORIO,2010,225000
989,CORONET BAY,2010,245000
990,CORRYONG,2010,128000
991,COWES,2010,400000
992,COWES WEST,2010,318500
993,CRAIGIEBURN,2010,365000
994,CRANBOURNE,2010,327000
995,CRANBOURNE EAST,2010,353000
996,CRANBOURNE NORTH,2010,355000
997,CRANBOURNE WEST,2010,310000
998,CREMORNE,2010,835000
999,CRESWICK,2010,214000
1000,CRIB POINT,2010,347500
1001,CROYDON,2010,465000
1002,CROYDON HILLS,2010,549500
1003,CROYDON NORTH,2010,527500
1004,CROYDON SOUTH,2010,455000
1005,CURLEWIS,2010,-
1006,DALLAS,2010,320000
1007,DALYSTON,2010,271000
1008,DANDENONG,2010,430000
1009,DANDENONG NORTH,2010,400000
1010,DARLEY,2010,330000
1011,DARTMOOR,2010,84000
1012,DAYLESFORD,2010,372500
1013,DEANSIDE,2010,-
1014,DEEPDENE,2010,1930000
1015,DEER PARK,2010,355000
1016,DELACOMBE,2010,263000
1017,DELAHEY,2010,365000
1018,DENNINGTON,2010,329000
1019,DERRIMUT,2010,395000
1020,DERRINALLUM,2010,180000
1021,DIAMOND CREEK,2010,515000
1022,DIGGERS REST,2010,266500
1023,DIMBOOLA,2010,85500
1024,DINGLEY VILLAGE,2010,553000
1025,DINNER PLAIN,2010,475000
1026,DONALD,2010,135000
1027,DONCASTER,2010,795000
1028,DONCASTER EAST,2010,750000
1029,DONVALE,2010,715000
1030,DOREEN,2010,430000
1031,DOVETON,2010,330000
1032,DROMANA,2010,446500
1033,DROUIN,2010,275500
1034,DRYSDALE,2010,355000
1035,DUNKELD,2010,180000
1036,DUNOLLY,2010,120000
1037,EAGLE POINT,2010,236000
1038,EAGLEHAWK,2010,226000
1039,EAGLEMONT,2010,1330000
1040,EAST BAIRNSDALE,2010,195000
1041,EAST BENDIGO,2010,262500
1042,EAST GEELONG,2010,400000
1043,EAST MELBOURNE,2010,1621000
1044,EAST WARBURTON,2010,285000
1045,EASTWOOD,2010,330000
1046,ECHUCA,2010,271000
1047,EDENHOPE,2010,132500
1048,EDITHVALE,2010,616000
1049,EILDON,2010,190000
1050,ELLIMINYT,2010,335000
1051,ELMORE,2010,182500
1052,ELSTERNWICK,2010,1240000
1053,ELTHAM,2010,615000
1054,ELTHAM NORTH,2010,621000
1055,ELWOOD,2010,1350000
1056,EMERALD,2010,433500
1057,ENDEAVOUR HILLS,2010,400000
1058,EPPING,2010,380000
1059,EPSOM,2010,275000
1060,ESSENDON,2010,952000
1061,ESSENDON NORTH,2010,850000
1062,ESSENDON WEST,2010,745000
1063,EUMEMMERRING,2010,378000
1064,EUREKA,2010,245000
1065,EUROA,2010,167000
1066,EYNESBURY,2010,295000
1067,FAIRFIELD,2010,810000
1068,FAIRHAVEN,2010,866000
1069,FAWKNER,2010,460000
1070,FERNTREE GULLY,2010,449000
1071,FERNY CREEK,2010,580000
1072,FINGAL,2010,515000
1073,FITZROY,2010,805500
1074,FITZROY NORTH,2010,900000
1075,FIVEWAYS,2010,318500
1076,FLEMINGTON,2010,670000
1077,FLINDERS,2010,760000
1078,FLORA HILL,2010,266000
1079,FLOWERDALE,2010,180000
1080,FOOTSCRAY,2010,574000
1081,FOREST HILL,2010,620000
1082,FOSTER,2010,265000
1083,FRANKSTON,2010,367000
1084,FRANKSTON NORTH,2010,280000
1085,FRANKSTON SOUTH,2010,530000
1086,FRASER RISE,2010,-
1087,FYANSFORD,2010,-
1088,GARDEN CITY,2010,1062500
1089,GARDENVALE,2010,1200000
1090,GARFIELD,2010,342500
1091,GEELONG,2010,465000
1092,GEELONG WEST,2010,385000
1093,GEMBROOK,2010,340000
1094,GISBORNE,2010,399000
1095,GLADSTONE PARK,2010,426500
1096,GLEN HUNTLY,2010,919000
1097,GLEN IRIS,2010,1320000
1098,GLEN WAVERLEY,2010,735000
1099,GLENGARRY,2010,250000
1100,GLENROWAN,2010,286000
1101,GLENROY,2010,508500
1102,GOLDEN BEACH,2010,150000
1103,GOLDEN POINT (BALLARAT),2010,250000
1104,GOLDEN SQUARE,2010,262000
1105,GORDON,2010,270000
1106,GOUGHS BAY,2010,193000
1107,GOWANBRAE,2010,535000
1108,GRANTVILLE,2010,260000
1109,GREEN LAKE,2010,230000
1110,GREENSBOROUGH,2010,530000
1111,GREENVALE,2010,517500
1112,GROVEDALE,2010,335000
1113,HADFIELD,2010,530000
1114,HALLAM,2010,365000
1115,HALLS GAP,2010,257500
1116,HAMILTON,2010,203500
1117,HAMLYN HEIGHTS,2010,345000
1118,HAMPTON,2010,1295000
1119,HAMPTON EAST,2010,813000
1120,HAMPTON PARK,2010,333000
1121,HARKNESS,2010,310000
1122,HASTINGS,2010,355000
1123,HASTINGS WEST,2010,265000
1124,HAWTHORN,2010,1430000
1125,HAWTHORN EAST,2010,1400000
1126,HEALESVILLE,2010,361500
1127,HEATHCOTE,2010,217000
1128,HEATHERTON,2010,625000
1129,HEATHMONT,2010,539500
1130,HEIDELBERG,2010,815000
1131,HEIDELBERG HEIGHTS,2010,560000
1132,HEIDELBERG WEST,2010,475000
1133,HEPBURN,2010,317000
1134,HEPBURN SPRINGS,2010,298000
1135,HERNE HILL,2010,321000
1136,HEYFIELD,2010,155000
1137,HEYWOOD,2010,172000
1138,HIGHETT,2010,760000
1139,HIGHTON,2010,437000
1140,HILLSIDE (MELTON),2010,420000
1141,HOPETOUN,2010,63000
1142,HOPPERS CROSSING,2010,327500
1143,HORSHAM,2010,187000
1144,HUGHESDALE,2010,838000
1145,HUNTINGDALE,2010,642500
1146,HUNTLY,2010,269500
1147,HURSTBRIDGE,2010,491000
1148,INDENTED HEAD,2010,360000
1149,INGLEWOOD,2010,170000
1150,INVERLEIGH,2010,230000
1151,INVERLOCH,2010,422500
1152,INVERMAY PARK,2010,337500
1153,IRONBARK,2010,232000
1154,IRYMPLE,2010,213500
1155,IVANHOE,2010,1032500
1156,IVANHOE EAST,2010,1415000
1157,JACANA,2010,391000
1158,JACKASS FLAT,2010,275000
1159,JAMIESON,2010,242500
1160,JAN JUC,2010,542500
1161,JEERALANG NORTH,2010,152000
1162,JEPARIT,2010,66000
1163,JUNCTION VILLAGE,2010,314500
1164,JUNORTOUN,2010,420000
1165,KALIMNA,2010,265000
1166,KALKALLO,2010,215000
1167,KALLISTA,2010,450000
1168,KALORAMA,2010,440000
1169,KANGAROO FLAT,2010,252000
1170,KANGAROO GROUND SOUTH,2010,679500
1171,KANIVA,2010,94000
1172,KEALBA,2010,385500
1173,KEILOR,2010,603000
1174,KEILOR DOWNS,2010,423000
1175,KEILOR EAST,2010,580000
1176,KEILOR LODGE,2010,460000
1177,KEILOR PARK,2010,514500
1178,KENNINGTON,2010,295000
1179,KENSINGTON,2010,676000
1180,KERANG,2010,147500
1181,KEW,2010,1650000
1182,KEW EAST,2010,1085000
1183,KEW NORTH,2010,1174000
1184,KEYSBOROUGH,2010,417500
1185,KIALLA,2010,335000
1186,KILCUNDA,2010,350000
1187,KILLARA (WODONGA),2010,212500
1188,KILMORE,2010,327500
1189,KILSYTH,2010,432500
1190,KILSYTH SOUTH,2010,515500
1191,KINGLAKE,2010,280000
1192,KINGS PARK,2010,340000
1193,KINGSBURY,2010,519000
1194,KINGSVILLE,2010,630000
1195,KNOXFIELD,2010,471000
1196,KOO WEE RUP,2010,297000
1197,KOONDROOK,2010,239500
1198,KOROIT,2010,236000
1199,KORUMBURRA,2010,234000
1200,KURUNJANG,2010,288000
1201,KYABRAM,2010,209500
1202,KYNETON,2010,330000
1203,LAKE BOGA,2010,187000
1204,LAKE GARDENS,2010,387000
1205,LAKE TYERS BEACH,2010,286000
1206,LAKE WENDOUREE,2010,550000
1207,LAKES ENTRANCE,2010,256500
1208,LALOR,2010,387000
1209,LANCEFIELD,2010,281000
1210,LANG LANG,2010,260000
1211,LANGWARRIN,2010,395000
1212,LARA,2010,325000
1213,LARA LAKE,2010,340000
1214,LAUNCHING PLACE,2010,355000
1215,LAVERTON,2010,353000
1216,LAVERTON SOUTH,2010,410000
1217,LEARMONTH,2010,210000
1218,LENEVA,2010,394000
1219,LEONGATHA,2010,285000
1220,LEOPOLD,2010,346000
1221,LILYDALE,2010,438500
1222,LINTON,2010,152500
1223,LISMORE,2010,110000
1224,LOCH SPORT,2010,170000
1225,LOCKINGTON,2010,158000
1226,LONG GULLY,2010,210000
1227,LONGWARRY,2010,262500
1228,LORNE,2010,800000
1229,LOVELY BANKS,2010,365000
1230,LOWER PLENTY,2010,650000
1231,LUCAS,2010,-
1232,LUCKNOW,2010,234000
1233,LYNBROOK,2010,412000
1234,LYNDHURST,2010,435000
1235,LYSTERFIELD,2010,640000
1236,LYSTERFIELD SOUTH,2010,1027500
1237,MACEDON,2010,473000
1238,MACLEOD,2010,645000
1239,MACS COVE,2010,161000
1240,MADDINGLEY,2010,292500
1241,MAFFRA,2010,230500
1242,MAIDEN GULLY,2010,385000
1243,MAIDSTONE,2010,563500
1244,MALDON,2010,280000
1245,MALLACOOTA,2010,300000
1246,MALMSBURY,2010,314000
1247,MALVERN,2010,1741500
1248,MALVERN EAST,2010,1188000
1249,MANANGATANG,2010,70000
1250,MANIFOLD HEIGHTS,2010,401000
1251,MANOR LAKES,2010,348500
1252,MANSFIELD,2010,280000
1253,MARENGO,2010,540000
1254,MARIBYRNONG,2010,705000
1255,MARONG,2010,257500
1256,MARSHALL,2010,367500
1257,MARYBOROUGH,2010,160000
1258,MARYSVILLE,2010,340000
1259,MCCRAE,2010,560000
1260,MCKENZIE HILL,2010,350000
1261,MCKINNON,2010,970000
1262,MEADOW HEIGHTS,2010,345000
1263,MELTON,2010,250000
1264,MELTON SOUTH,2010,248500
1265,MELTON WEST,2010,285000
1266,MENTONE,2010,680000
1267,MENZIES CREEK,2010,482500
1268,MERBEIN,2010,161000
1269,MERINDA PARK,2010,300000
1270,MERNDA,2010,390000
1271,MERRIJIG (MANSFIELD),2010,287500
1272,METUNG,2010,302000
1273,MICKLEHAM,2010,-
1274,MIDDLE PARK,2010,1512500
1275,MILDURA,2010,220000
1276,MILL PARK,2010,420000
1277,MILLGROVE,2010,234000
1278,MINERS REST,2010,320000
1279,MINYIP,2010,85000
1280,MIRBOO NORTH,2010,244000
1281,MITCHAM,2010,635000
1282,MITCHELL PARK,2010,257000
1283,MOE,2010,150000
1284,MONBULK,2010,420000
1285,MONT ALBERT,2010,1310000
1286,MONT ALBERT NORTH,2010,965000
1287,MONTMORENCY,2010,580000
1288,MONTROSE,2010,440000
1289,MOONEE PONDS,2010,852500
1290,MOORABBIN,2010,710000
1291,MOOROOLBARK,2010,445000
1292,MOOROOPNA,2010,222000
1293,MORDIALLOC,2010,650000
1294,MORNINGTON,2010,512000
1295,MORTLAKE,2010,150000
1296,MORWELL,2010,152500
1297,MOUNT BEAUTY,2010,195000
1298,MOUNT CLEAR,2010,265000
1299,MOUNT DANDENONG,2010,476000
1300,MOUNT DUNEED,2010,267000
1301,MOUNT ELIZA,2010,732000
1302,MOUNT EVELYN,2010,390500
1303,MOUNT HELEN,2010,311000
1304,MOUNT MACEDON,2010,520000
1305,MOUNT MARTHA,2010,691000
1306,MOUNT PLEASANT,2010,239000
1307,MOUNT WAVERLEY,2010,806000
1308,MULGRAVE,2010,550000
1309,MURCHISON,2010,175000
1310,MURRUMBEENA,2010,835000
1311,MURTOA,2010,85000
1312,MYRTLEFORD,2010,179000
1313,NAGAMBIE,2010,351500
1314,NARRE WARREN,2010,369000
1315,NARRE WARREN NORTH,2010,710000
1316,NARRE WARREN SOUTH,2010,405000
1317,NATHALIA,2010,155000
1318,NATIMUK,2010,120000
1319,NEERIM SOUTH,2010,240000
1320,NELSON,2010,266500
1321,NERRINA,2010,381000
1322,NEW GISBORNE,2010,465000
1323,NEWBOROUGH,2010,192500
1324,NEWCOMB,2010,280000
1325,NEWINGTON,2010,290500
1326,NEWLANDS ARM,2010,300000
1327,NEWPORT,2010,655000
1328,NEWSTEAD,2010,237500
1329,NEWTOWN (GREATER GEELONG),2010,559500
1330,NHILL,2010,101500
1331,NICHOLS POINT,2010,217500
1332,NIDDRIE,2010,740000
1333,NOBLE PARK,2010,415000
1334,NOBLE PARK NORTH,2010,415000
1335,NOOJEE,2010,220000
1336,NORLANE,2010,190500
1337,NORTH BENDIGO,2010,218000
1338,NORTH GEELONG,2010,308000
1339,NORTH MELBOURNE,2010,805000
1340,NORTH WONTHAGGI,2010,285000
1341,NORTHCOTE,2010,822000
1342,NOTTING HILL,2010,563000
1343,NUMURKAH,2010,178000
1344,NUNAWADING,2010,641000
1345,NYAH WEST,2010,97500
1346,NYORA,2010,237500
1347,OAK PARK,2010,641000
1348,OAKLEIGH,2010,741000
1349,OAKLEIGH EAST,2010,675000
1350,OAKLEIGH SOUTH,2010,630000
1351,OCEAN GROVE,2010,427500
1352,OFFICER,2010,385000
1353,OFFICER SOUTH,2010,-
1354,OLINDA,2010,452500
1355,ORBOST,2010,181000
1356,ORMOND,2010,970000
1357,OSBORNE,2010,468000
1358,OUYEN,2010,103000
1359,PAKENHAM,2010,335000
1360,PARADISE BEACH,2010,152500
1361,PARK ORCHARDS,2010,945000
1362,PARKDALE,2010,755000
1363,PARKVILLE,2010,1335000
1364,PASCOE VALE,2010,609000
1365,PASCOE VALE SOUTH,2010,655000
1366,PATTERSON GARDENS,2010,582500
1367,PATTERSON LAKES,2010,621000
1368,PAYNESVILLE,2010,290000
1369,PEARCEDALE,2010,390000
1370,PENSHURST,2010,147500
1371,PETERBOROUGH,2010,291500
1372,PIONEER BAY,2010,235000
1373,PLENTY,2010,900000
1374,POINT COOK,2010,435000
1375,POINT LONSDALE,2010,695000
1376,POOWONG,2010,210000
1377,POREPUNKAH,2010,320000
1378,PORT ALBERT,2010,250000
1379,PORT FAIRY,2010,392000
1380,PORT FRANKLIN,2010,216000
1381,PORT MELBOURNE,2010,1017500
1382,PORT WELSHPOOL,2010,205000
1383,PORTARLINGTON,2010,380000
1384,PORTLAND,2010,220000
1385,PORTLAND NORTH,2010,115000
1386,PORTSEA,2010,1387500
1387,PRAHRAN,2010,940000
1388,PRESTON,2010,615000
1389,PRINCES HILL,2010,1027500
1390,PYRAMID HILL,2010,122500
1391,QUARRY HILL,2010,295500
1392,QUEENSCLIFF,2010,680000
1393,RAINBOW,2010,70000
1394,RAWSON,2010,157000
1395,RAYMOND ISLAND,2010,277500
1396,RED CLIFFS,2010,160000
1397,REDAN,2010,230000
1398,RESEARCH,2010,614500
1399,RESERVOIR,2010,520000
1400,RHYLL,2010,410000
1401,RICHMOND,2010,875500
1402,RIDDELLS CREEK,2010,387500
1403,RINGWOOD,2010,553500
1404,RINGWOOD EAST,2010,530500
1405,RINGWOOD NORTH,2010,580000
1406,RIPPLESIDE,2010,590000
1407,ROBINVALE,2010,145000
1408,ROCHESTER,2010,155000
1409,ROCKBANK,2010,237000
1410,ROMSEY,2010,350000
1411,ROSANNA,2010,706000
1412,ROSEBUD,2010,355000
1413,ROSEBUD SOUTH,2010,419500
1414,ROSEDALE,2010,185000
1415,ROWVILLE,2010,540000
1416,ROXBURGH PARK,2010,371000
1417,RUSHWORTH,2010,156500
1418,RUTHERGLEN,2010,175000
1419,RYE,2010,436000
1420,SAFETY BEACH,2010,497500
1421,SAILORS GULLY,2010,213500
1422,SALE,2010,276500
1423,SAN REMO,2010,445000
1424,SANCTUARY LAKES,2010,465000
1425,SANDHURST,2010,460000
1426,SANDRINGHAM,2010,1200000
1427,SANDY POINT,2010,338000
1428,SASSAFRAS,2010,507000
1429,SCORESBY,2010,488000
1430,SEA LAKE,2010,62500
1431,SEABROOK,2010,415000
1432,SEAFORD,2010,412500
1433,SEAHOLME,2010,565000
1434,SEASPRAY,2010,239000
1435,SEBASTOPOL,2010,226000
1436,SEDDON,2010,645500
1437,SELBY,2010,407000
1438,SEVILLE,2010,387500
1439,SEVILLE EAST,2010,342500
1440,SEYMOUR,2010,215000
1441,SHEPPARTON,2010,251000
1442,SHEPPARTON NORTH,2010,360000
1443,SHOREHAM,2010,581000
1444,SILVERLEAVES,2010,497500
1445,SKENES CREEK,2010,500000
1446,SKIPTON,2010,152000
1447,SKYE,2010,375000
1448,SMITHS BEACH,2010,442500
1449,SMYTHESDALE,2010,210000
1450,SOLDIERS HILL,2010,265000
1451,SOMERS,2010,615000
1452,SOMERVILLE,2010,370000
1453,SORRENTO,2010,850000
1454,SOUTH DUDLEY,2010,235500
1455,SOUTH GEELONG,2010,420000
1456,SOUTH KINGSVILLE,2010,650000
1457,SOUTH MELBOURNE,2010,960000
1458,SOUTH MORANG,2010,411000
1459,SOUTH YARRA,2010,1375000
1460,SPOTSWOOD,2010,635000
1461,SPRING GULLY,2010,294000
1462,SPRINGVALE,2010,490000
1463,SPRINGVALE SOUTH,2010,450500
1464,ST ALBANS,2010,385000
1465,ST ALBANS PARK,2010,298000
1466,ST ANDREWS BEACH,2010,495000
1467,ST ARNAUD,2010,131000
1468,ST HELENA,2010,562000
1469,ST KILDA,2010,930000
1470,ST KILDA EAST,2010,1041000
1471,ST KILDA WEST,2010,1925000
1472,ST LEONARDS,2010,350000
1473,STANHOPE,2010,160000
1474,STAWELL,2010,155000
1475,STRATFORD,2010,207500
1476,STRATHDALE,2010,331000
1477,STRATHFIELDSAYE,2010,357000
1478,STRATHMERTON,2010,165000
1479,STRATHMORE,2010,870000
1480,STRATHMORE HEIGHTS,2010,598500
1481,STRATHTULLOH,2010,-
1482,STUDFIELD,2010,525000
1483,SUNBURY,2010,343000
1484,SUNDERLAND BAY,2010,315000
1485,SUNNYCLIFFS,2010,109000
1486,SUNSET STRIP,2010,286000
1487,SUNSHINE,2010,458000
1488,SUNSHINE NORTH,2010,425000
1489,SUNSHINE WEST,2010,400000
1490,SURF BEACH,2010,332000
1491,SURREY HILLS,2010,1204000
1492,SWAN HILL,2010,230000
1493,SYDENHAM,2010,399000
1494,SYNDAL,2010,880500
1495,TALLANGATTA,2010,186000
1496,TARNEIT,2010,360000
1497,TATURA,2010,220000
1498,TAWONGA,2010,265000
1499,TAWONGA SOUTH,2010,216000
1500,TAYLORS HILL,2010,425000
1501,TAYLORS LAKES,2010,467500
1502,TECOMA,2010,400000
1503,TEMPLESTOWE,2010,805000
1504,TEMPLESTOWE LOWER,2010,730000
1505,TERANG,2010,179000
1506,THE BASIN,2010,430000
1507,THE HONEYSUCKLES,2010,177500
1508,THE PATCH,2010,444500
1509,THOMASTOWN,2010,418000
1510,THOMSON (GREATER GEELONG),2010,270000
1511,THORNBURY,2010,720000
1512,THORNHILL PARK,2010,-
1513,TIMBOON,2010,187000
1514,TONGALA,2010,158500
1515,TOONGABBIE,2010,260000
1516,TOORA,2010,175000
1517,TOORADIN,2010,420000
1518,TOORAK,2010,2590000
1519,TOOTGAROOK,2010,370000
1520,TORQUAY,2010,533000
1521,TRAFALGAR,2010,248500
1522,TRARALGON,2010,257000
1523,TRARALGON EAST,2010,388000
1524,TRAVANCORE,2010,673000
1525,TRENTHAM,2010,300000
1526,TRUGANINA,2010,345000
1527,TULLAMARINE,2010,440000
1528,TYABB,2010,347000
1529,TYLDEN,2010,322000
1530,UPPER FERNTREE GULLY,2010,427500
1531,UPWEY,2010,415000
1532,VENTNOR,2010,380000
1533,VENUS BAY,2010,239000
1534,VERMONT,2010,610000
1535,VERMONT SOUTH,2010,694500
1536,VIEWBANK,2010,631500
1537,VIOLET TOWN,2010,172500
1538,WAHGUNYAH,2010,245000
1539,WALKERVILLE,2010,235000
1540,WALLAN,2010,330000
1541,WALLAN EAST,2010,292500
1542,WANDANA HEIGHTS,2010,540000
1543,WANDIN NORTH,2010,411000
1544,WANGARATTA,2010,241000
1545,WANTIRNA,2010,545000
1546,WANTIRNA SOUTH,2010,575000
1547,WARBURTON,2010,300000
1548,WARNEET,2010,332500
1549,WARRACKNABEAL,2010,88000
1550,WARRAGUL,2010,280000
1551,WARRANDYTE,2010,635000
1552,WARRANWOOD,2010,633500
1553,WARRNAMBOOL,2010,320000
1554,WATERWAYS,2010,604000
1555,WATSONIA,2010,505000
1556,WATSONIA NORTH,2010,529000
1557,WATTLE GLEN,2010,490000
1558,WAURN PONDS,2010,435000
1559,WEDDERBURN,2010,140000
1560,WEIR VIEWS,2010,-
1561,WENDOUREE,2010,230000
1562,WENDOUREE WEST,2010,186000
1563,WERRIBEE,2010,308500
1564,WERRIBEE SOUTH,2010,399000
1565,WESBURN,2010,330000
1566,WEST FOOTSCRAY,2010,558500
1567,WEST MELBOURNE,2010,816000
1568,WEST WODONGA,2010,283000
1569,WESTALL,2010,510000
1570,WESTGARTH,2010,891500
1571,WESTMEADOWS,2010,410000
1572,WHEELERS HILL,2010,686500
1573,WHITE HILLS,2010,253500
1574,WHITTINGTON,2010,245000
1575,WHITTLESEA,2010,345000
1576,WILLAURA,2010,110000
1577,WILLIAMS LANDING,2010,367500
1578,WILLIAMSTOWN,2010,884000
1579,WILLIAMSTOWN NORTH,2010,680000
1580,WIMBLEDON HEIGHTS,2010,299000
1581,WINCHELSEA,2010,235000
1582,WINDSOR,2010,900000
1583,WINTER VALLEY,2010,325000
1584,WODONGA,2010,262000
1585,WOLLERT,2010,425000
1586,WONGA PARK,2010,620000
1587,WONTHAGGI,2010,275000
1588,WOODEND,2010,480000
1589,WOOLAMAI WATERS,2010,340000
1590,WOORI YALLOCK,2010,300000
1591,WY YUNG,2010,289000
1592,WYCHEPROOF,2010,86000
1593,WYE RIVER,2010,760000
1594,WYNDHAM VALE,2010,296000
1595,YACKANDANDAH,2010,289500
1596,YALLAMBIE,2010,507000
1597,YALLOURN NORTH,2010,145000
1598,YARRA GLEN,2010,415000
1599,YARRA JUNCTION,2010,352500
1600,YARRAGON,2010,206000
1601,YARRAM,2010,166000
1602,YARRAVILLE,2010,647000
1603,YARRAWONGA,2010,297000
1604,YEA,2010,240000
1605,YINNAR,2010,280500
1606,ABBOTSFORD,2011,730000
1607,ABERFELDIE,2011,994000
1608,AINTREE,2011,-
1609,AIREYS INLET,2011,680000
1610,AIRPORT WEST,2011,557500
1611,ALBANVALE,2011,317000
1612,ALBERT PARK,2011,1390000
1613,ALBION,2011,400000
