,locality,Year,house price
2472,BELL POST HILL,2012,328000
2473,BELLBRIDGE,2012,318000
2474,BELLFIELD (BANYULE),2012,510000
2475,BELMONT,2012,350000
2476,BENALLA,2012,216500
2477,BENDIGO,2012,335000
2478,BENTLEIGH,2012,820000
2479,BENTLEIGH EAST,2012,680000
2480,BERWICK,2012,451000
2481,BEULAH,2012,75000
2482,BEVERIDGE,2012,412500
2483,BIRCHIP,2012,87500
2484,BIRREGURRA,2012,260000
2485,BITTERN,2012,382500
2486,BLACK HILL,2012,260000
2487,BLACK ROCK,2012,1175000
2488,BLACKBURN,2012,750000
2489,BLACKBURN NORTH,2012,609000
2490,BLACKBURN SOUTH,2012,632000
2491,BLACKWOOD,2012,245000
2492,BLAIRGOWRIE,2012,580000
2493,BLIND BIGHT,2012,319000
2494,BONBEACH,2012,535000
2495,BONNIE DOON,2012,262500
2496,BONSHAW,2012,-
2497,BOOLARRA,2012,190000
2498,BOORT,2012,107000
2499,BORONIA,2012,430000
2500,BOTANIC RIDGE,2012,500000
2501,BOX HILL,2012,852000
2502,BOX HILL NORTH,2012,648500
2503,BOX HILL SOUTH,2012,715000
2504,BRAYBROOK,2012,396000
2505,BREAKWATER,2012,242500
2506,BRIAGOLONG,2012,215000
2507,BRIAR HILL,2012,541000
2508,BRIGHT,2012,340000
2509,BRIGHTON,2012,1789500
2510,BRIGHTON EAST,2012,1075000
2511,BROADFORD,2012,268500
2512,BROADMEADOWS,2012,320000
2513,BROOKFIELD,2012,332000
2514,BROOKLYN,2012,470000
2515,BROWN HILL,2012,300000
2516,BRUNSWICK,2012,673000
2517,BRUNSWICK EAST,2012,713000
2518,BRUNSWICK WEST,2012,685000
2519,BRUTHEN,2012,175000
2520,BULLEEN,2012,707000
2521,BUNDALONG,2012,385000
2522,BUNDOORA,2012,485000
2523,BUNINYONG,2012,376500
2524,BUNYIP,2012,342500
2525,BURNLEY,2012,797500
2526,BURNSIDE,2012,385000
2527,BURNSIDE HEIGHTS,2012,420000
2528,BURWOOD,2012,765000
2529,BURWOOD EAST,2012,617000
2530,CAIRNLEA,2012,440000
2531,CALIFORNIA GULLY,2012,255000
2532,CAMBERWELL,2012,1300000
2533,CAMPBELLFIELD,2012,330000
2534,CAMPBELLS CREEK,2012,343500
2535,CAMPERDOWN,2012,183500
2536,CANADIAN,2012,290500
2537,CANN RIVER,2012,150000
2538,CANTERBURY,2012,1790000
2539,CAPE PATERSON,2012,348000
2540,CAPE SCHANCK,2012,655000
2541,CAPEL SOUND,2012,330000
2542,CARISBROOK,2012,192500
2543,CARLTON,2012,860500
2544,CARLTON NORTH,2012,940000
2545,CARNEGIE,2012,845000
2546,CAROLINE SPRINGS,2012,427500
2547,CARRUM,2012,499000
2548,CARRUM DOWNS,2012,334000
2549,CASTERTON,2012,110000
2550,CASTLEMAINE,2012,338000
2551,CAULFIELD,2012,1085000
2552,CAULFIELD EAST,2012,750000
2553,CAULFIELD NORTH,2012,1330000
2554,CAULFIELD SOUTH,2012,890000
2555,CHADSTONE,2012,595000
2556,CHARLEMONT,2012,560000
2557,CHARLTON,2012,123000
2558,CHELSEA,2012,545000
2559,CHELSEA HEIGHTS,2012,440000
2560,CHELTENHAM,2012,635500
2561,CHELTENHAM EAST,2012,545000
2562,CHELTENHAM NORTH,2012,570000
2563,CHEWTON,2012,230500
2564,CHILTERN,2012,208000
2565,CHIRNSIDE PARK,2012,435500
2566,CHUM CREEK,2012,334000
2567,CHURCHILL,2012,176500
2568,CLARINDA,2012,475500
2569,CLAYTON,2012,572500
2570,CLAYTON NORTH,2012,649000
2571,CLAYTON SOUTH,2012,470500
2572,CLIFTON HILL,2012,801500
2573,CLIFTON SPRINGS,2012,325000
2574,CLUNES,2012,196500
2575,CLYDE,2012,272500
2576,CLYDE NORTH,2012,395000
2577,COBBLEBANK,2012,400000
2578,COBDEN,2012,186500
2579,COBRAM,2012,220000
2580,COBURG,2012,594000
2581,COBURG EAST,2012,466500
2582,COBURG NORTH,2012,489500
2583,COCKATOO,2012,333500
2584,COHUNA,2012,140000
2585,COLAC,2012,225000
2586,COLDSTREAM,2012,368000
2587,COLERAINE,2012,109500
2588,COLLINGWOOD,2012,734000
2589,CONNEWARRE,2012,810000
2590,COOLAROO,2012,278000
2591,COONANS HILL,2012,606500
2592,COONGULLA,2012,156000
2593,CORINELLA,2012,290000
2594,CORIO,2012,230000
2595,CORONET BAY,2012,222500
2596,CORRYONG,2012,152500
2597,COWES,2012,380000
2598,COWES WEST,2012,345000
2599,CRAIGIEBURN,2012,350000
2600,CRANBOURNE,2012,313000
2601,CRANBOURNE EAST,2012,370000
2602,CRANBOURNE NORTH,2012,370000
2603,CRANBOURNE WEST,2012,320000
2604,CREMORNE,2012,701000
2605,CRESWICK,2012,245000
2606,CRIB POINT,2012,350000
2607,CROYDON,2012,450000
2608,CROYDON HILLS,2012,538000
2609,CROYDON NORTH,2012,520000
2610,CROYDON SOUTH,2012,436500
2611,CURLEWIS,2012,153000
2612,DALLAS,2012,276500
2613,DALYSTON,2012,210000
2614,DANDENONG,2012,400000
2615,DANDENONG NORTH,2012,370000
2616,DARLEY,2012,340500
2617,DARTMOOR,2012,58000
2618,DAYLESFORD,2012,384500
2619,DEANSIDE,2012,-
2620,DEEPDENE,2012,1875000
2621,DEER PARK,2012,345000
2622,DELACOMBE,2012,285000
2623,DELAHEY,2012,360000
2624,DENNINGTON,2012,323500
2625,DERRIMUT,2012,410000
2626,DERRINALLUM,2012,160000
2627,DIAMOND CREEK,2012,490000
2628,DIGGERS REST,2012,279000
2629,DIMBOOLA,2012,90000
2630,DINGLEY VILLAGE,2012,515000
2631,DINNER PLAIN,2012,410000
2632,DONALD,2012,104000
2633,DONCASTER,2012,720000
2634,DONCASTER EAST,2012,682000
2635,DONVALE,2012,681000
2636,DOREEN,2012,450000
2637,DOVETON,2012,290000
2638,DROMANA,2012,451000
2639,DROUIN,2012,290000
2640,DRYSDALE,2012,360000
2641,DUNKELD,2012,179000
2642,DUNOLLY,2012,159000
2643,EAGLE POINT,2012,237000
2644,EAGLEHAWK,2012,260000
2645,EAGLEMONT,2012,1343500
2646,EAST BAIRNSDALE,2012,190000
2647,EAST BENDIGO,2012,295000
2648,EAST GEELONG,2012,395000
2649,EAST MELBOURNE,2012,2480000
2650,EAST WARBURTON,2012,282500
2651,EASTWOOD,2012,332000
2652,ECHUCA,2012,270000
2653,EDENHOPE,2012,106000
2654,EDITHVALE,2012,625000
2655,EILDON,2012,185000
2656,ELLIMINYT,2012,323000
2657,ELMORE,2012,160000
2658,ELSTERNWICK,2012,1155000
2659,ELTHAM,2012,591500
2660,ELTHAM NORTH,2012,580500
2661,ELWOOD,2012,1287500
2662,EMERALD,2012,410500
2663,ENDEAVOUR HILLS,2012,390000
2664,EPPING,2012,365000
2665,EPSOM,2012,315000
2666,ESSENDON,2012,920000
2667,ESSENDON NORTH,2012,686000
2668,ESSENDON WEST,2012,720000
2669,EUMEMMERRING,2012,327500
2670,EUREKA,2012,237000
2671,EUROA,2012,215000
2672,EYNESBURY,2012,400000
2673,FAIRFIELD,2012,825000
2674,FAIRHAVEN,2012,990000
2675,FAWKNER,2012,406500
2676,FERNTREE GULLY,2012,429500
2677,FERNY CREEK,2012,456000
2678,FINGAL,2012,600000
2679,FITZROY,2012,918500
2680,FITZROY NORTH,2012,868000
2681,FIVEWAYS,2012,343500
2682,FLEMINGTON,2012,652000
2683,FLINDERS,2012,710000
2684,FLORA HILL,2012,309000
2685,FLOWERDALE,2012,250000
2686,FOOTSCRAY,2012,568000
2687,FOREST HILL,2012,565000
2688,FOSTER,2012,269500
2689,FRANKSTON,2012,340000
2690,FRANKSTON NORTH,2012,245000
2691,FRANKSTON SOUTH,2012,510000
2692,FRASER RISE,2012,634500
2693,FYANSFORD,2012,310000
2694,GARDEN CITY,2012,965000
2695,GARDENVALE,2012,956000
2696,GARFIELD,2012,335000
2697,GEELONG,2012,463000
2698,GEELONG WEST,2012,410000
2699,GEMBROOK,2012,349000
2700,GISBORNE,2012,429500
2701,GLADSTONE PARK,2012,380000
2702,GLEN HUNTLY,2012,792500
2703,GLEN IRIS,2012,1200000
2704,GLEN WAVERLEY,2012,720000
2705,GLENGARRY,2012,232000
2706,GLENROWAN,2012,246000
2707,GLENROY,2012,437500
2708,GOLDEN BEACH,2012,206000
2709,GOLDEN POINT (BALLARAT),2012,250000
2710,GOLDEN SQUARE,2012,285000
2711,GORDON,2012,229500
2712,GOUGHS BAY,2012,220000
2713,GOWANBRAE,2012,467500
2714,GRANTVILLE,2012,245000
2715,GREEN LAKE,2012,250000
2716,GREENSBOROUGH,2012,490500
2717,GREENVALE,2012,537000
2718,GROVEDALE,2012,340000
2719,HADFIELD,2012,430000
2720,HALLAM,2012,360000
2721,HALLS GAP,2012,233500
2722,HAMILTON,2012,189000
2723,HAMLYN HEIGHTS,2012,339500
2724,HAMPTON,2012,1200000
2725,HAMPTON EAST,2012,732500
2726,HAMPTON PARK,2012,320000
2727,HARKNESS,2012,329000
2728,HASTINGS,2012,347000
2729,HASTINGS WEST,2012,282500
2730,HAWTHORN,2012,1405000
2731,HAWTHORN EAST,2012,1300000
2732,HEALESVILLE,2012,380000
2733,HEATHCOTE,2012,220000
2734,HEATHERTON,2012,630000
2735,HEATHMONT,2012,525000
2736,HEIDELBERG,2012,750000
2737,HEIDELBERG HEIGHTS,2012,500000
2738,HEIDELBERG WEST,2012,400000
2739,HEPBURN,2012,275000
2740,HEPBURN SPRINGS,2012,310000
2741,HERNE HILL,2012,321000
2742,HEYFIELD,2012,171500
2743,HEYWOOD,2012,153000
2744,HIGHETT,2012,682500
2745,HIGHTON,2012,460000
2746,HILLSIDE (MELTON),2012,425000
2747,HOPETOUN,2012,81000
2748,HOPPERS CROSSING,2012,312500
2749,HORSHAM,2012,220000
2750,HUGHESDALE,2012,741500
2751,HUNTINGDALE,2012,590000
2752,HUNTLY,2012,215000
2753,HURSTBRIDGE,2012,445000
2754,INDENTED HEAD,2012,430000
2755,INGLEWOOD,2012,186500
2756,INVERLEIGH,2012,246500
2757,INVERLOCH,2012,420000
2758,INVERMAY PARK,2012,370000
2759,IRONBARK,2012,280000
2760,IRYMPLE,2012,215000
2761,IVANHOE,2012,907500
2762,IVANHOE EAST,2012,1200000
2763,JACANA,2012,310500
2764,JACKASS FLAT,2012,357500
2765,JAMIESON,2012,267500
2766,JAN JUC,2012,570000
2767,JEERALANG NORTH,2012,159500
2768,JEPARIT,2012,59000
2769,JUNCTION VILLAGE,2012,300000
2770,JUNORTOUN,2012,465000
2771,KALIMNA,2012,268000
2772,KALKALLO,2012,272500
2773,KALLISTA,2012,452500
2774,KALORAMA,2012,420000
2775,KANGAROO FLAT,2012,284500
2776,KANGAROO GROUND SOUTH,2012,631000
2777,KANIVA,2012,87000
2778,KEALBA,2012,375000
2779,KEILOR,2012,592500
2780,KEILOR DOWNS,2012,400000
2781,KEILOR EAST,2012,527500
2782,KEILOR LODGE,2012,480000
2783,KEILOR PARK,2012,480000
2784,KENNINGTON,2012,300000
2785,KENSINGTON,2012,650000
2786,KERANG,2012,150000
2787,KEW,2012,1500000
2788,KEW EAST,2012,1005000
2789,KEW NORTH,2012,995500
2790,KEYSBOROUGH,2012,425000
2791,KIALLA,2012,318500
2792,KILCUNDA,2012,350000
2793,KILLARA (WODONGA),2012,116500
2794,KILMORE,2012,312000
2795,KILSYTH,2012,415000
2796,KILSYTH SOUTH,2012,501000
2797,KINGLAKE,2012,310000
2798,KINGS PARK,2012,324000
2799,KINGSBURY,2012,437500
2800,KINGSVILLE,2012,597500
2801,KNOXFIELD,2012,465000
2802,KOO WEE RUP,2012,320000
2803,KOONDROOK,2012,165000
2804,KOROIT,2012,290000
2805,KORUMBURRA,2012,240000
2806,KURUNJANG,2012,281000
2807,KYABRAM,2012,217500
2808,KYNETON,2012,370000
2809,LAKE BOGA,2012,200000
2810,LAKE GARDENS,2012,385000
2811,LAKE TYERS BEACH,2012,274000
2812,LAKE WENDOUREE,2012,545000
2813,LAKES ENTRANCE,2012,251500
2814,LALOR,2012,360500
2815,LANCEFIELD,2012,315000
2816,LANG LANG,2012,277500
2817,LANGWARRIN,2012,375000
2818,LARA,2012,335000
2819,LARA LAKE,2012,355000
2820,LAUNCHING PLACE,2012,340000
2821,LAVERTON,2012,320000
2822,LAVERTON SOUTH,2012,390500
2823,LEARMONTH,2012,245000
2824,LENEVA,2012,382000
2825,LEONGATHA,2012,289000
2826,LEOPOLD,2012,350000
2827,LILYDALE,2012,420000
2828,LINTON,2012,187500
2829,LISMORE,2012,132500
2830,LOCH SPORT,2012,165000
2831,LOCKINGTON,2012,165000
2832,LONG GULLY,2012,220000
2833,LONGWARRY,2012,286500
2834,LORNE,2012,800000
2835,LOVELY BANKS,2012,402000
2836,LOWER PLENTY,2012,615000
2837,LUCAS,2012,292500
2838,LUCKNOW,2012,200000
2839,LYNBROOK,2012,415000
2840,LYNDHURST,2012,450000
2841,LYSTERFIELD,2012,643500
2842,LYSTERFIELD SOUTH,2012,830000
2843,MACEDON,2012,525000
2844,MACLEOD,2012,555000
2845,MACS COVE,2012,175500
2846,MADDINGLEY,2012,308000
2847,MAFFRA,2012,235000
2848,MAIDEN GULLY,2012,422500
2849,MAIDSTONE,2012,499000
2850,MALDON,2012,272500
2851,MALLACOOTA,2012,267500
2852,MALMSBURY,2012,332500
2853,MALVERN,2012,1550000
2854,MALVERN EAST,2012,1039000
2855,MANANGATANG,2012,78000
2856,MANIFOLD HEIGHTS,2012,425000
2857,MANOR LAKES,2012,345000
2858,MANSFIELD,2012,315000
2859,MARENGO,2012,450000
2860,MARIBYRNONG,2012,646000
2861,MARONG,2012,312500
2862,MARSHALL,2012,365000
2863,MARYBOROUGH,2012,184000
2864,MARYSVILLE,2012,145000
2865,MCCRAE,2012,555000
2866,MCKENZIE HILL,2012,465000
2867,MCKINNON,2012,944000
2868,MEADOW HEIGHTS,2012,315000
2869,MELTON,2012,250000
2870,MELTON SOUTH,2012,230000
2871,MELTON WEST,2012,283000
2872,MENTONE,2012,665000
2873,MENZIES CREEK,2012,465000
2874,MERBEIN,2012,142500
2875,MERINDA PARK,2012,285000
2876,MERNDA,2012,374500
2877,MERRIJIG (MANSFIELD),2012,272500
2878,METUNG,2012,350000
2879,MICKLEHAM,2012,-
2880,MIDDLE PARK,2012,1420500
2881,MILDURA,2012,225000
2882,MILL PARK,2012,405000
2883,MILLGROVE,2012,235000
2884,MINERS REST,2012,325000
2885,MINYIP,2012,81000
2886,MIRBOO NORTH,2012,252000
2887,MITCHAM,2012,584500
2888,MITCHELL PARK,2012,270000
2889,MOE,2012,165000
2890,MONBULK,2012,380000
2891,MONT ALBERT,2012,1177500
2892,MONT ALBERT NORTH,2012,780000
2893,MONTMORENCY,2012,561000
2894,MONTROSE,2012,426000
2895,MOONEE PONDS,2012,775000
2896,MOORABBIN,2012,631000
2897,MOOROOLBARK,2012,425000
2898,MOOROOPNA,2012,217500
2899,MORDIALLOC,2012,642500
2900,MORNINGTON,2012,501500
2901,MORTLAKE,2012,152000
2902,MORWELL,2012,150500
2903,MOUNT BEAUTY,2012,140000
2904,MOUNT CLEAR,2012,305000
2905,MOUNT DANDENONG,2012,476500
2906,MOUNT DUNEED,2012,480000
2907,MOUNT ELIZA,2012,680000
2908,MOUNT EVELYN,2012,393000
2909,MOUNT HELEN,2012,325000
2910,MOUNT MACEDON,2012,543000
2911,MOUNT MARTHA,2012,715500
2912,MOUNT PLEASANT,2012,259000
2913,MOUNT WAVERLEY,2012,733000
2914,MULGRAVE,2012,533000
2915,MURCHISON,2012,183000
2916,MURRUMBEENA,2012,785000
2917,MURTOA,2012,108500
2918,MYRTLEFORD,2012,220000
2919,NAGAMBIE,2012,255000
2920,NARRE WARREN,2012,356000
2921,NARRE WARREN NORTH,2012,660000
2922,NARRE WARREN SOUTH,2012,405000
2923,NATHALIA,2012,205000
2924,NATIMUK,2012,116000
2925,NEERIM SOUTH,2012,265000
2926,NELSON,2012,205000
2927,NERRINA,2012,467500
2928,NEW GISBORNE,2012,475000
2929,NEWBOROUGH,2012,213500
2930,NEWCOMB,2012,275000
2931,NEWINGTON,2012,300000
2932,NEWLANDS ARM,2012,325000
2933,NEWPORT,2012,630000
2934,NEWSTEAD,2012,252000
2935,NEWTOWN (GREATER GEELONG),2012,527500
2936,NHILL,2012,110000
2937,NICHOLS POINT,2012,232000
2938,NIDDRIE,2012,666000
2939,NOBLE PARK,2012,382000
2940,NOBLE PARK NORTH,2012,370000
2941,NOOJEE,2012,206500
2942,NORLANE,2012,206500
2943,NORTH BENDIGO,2012,267000
2944,NORTH GEELONG,2012,286500
2945,NORTH MELBOURNE,2012,775000
2946,NORTH WONTHAGGI,2012,256000
2947,NORTHCOTE,2012,786000
2948,NOTTING HILL,2012,547000
2949,NUMURKAH,2012,200500
2950,NUNAWADING,2012,591500
2951,NYAH WEST,2012,116500
2952,NYORA,2012,225000
2953,OAK PARK,2012,540000
2954,OAKLEIGH,2012,645000
2955,OAKLEIGH EAST,2012,610000
2956,OAKLEIGH SOUTH,2012,590000
2957,OCEAN GROVE,2012,465000
2958,OFFICER,2012,429000
2959,OFFICER SOUTH,2012,-
2960,OLINDA,2012,445000
2961,ORBOST,2012,150000
2962,ORMOND,2012,857500
2963,OSBORNE,2012,507500
2964,OUYEN,2012,116500
2965,PAKENHAM,2012,335000
2966,PARADISE BEACH,2012,212500
2967,PARK ORCHARDS,2012,953000
2968,PARKDALE,2012,677000
2969,PARKVILLE,2012,1360000
2970,PASCOE VALE,2012,540000
2971,PASCOE VALE SOUTH,2012,629000
2972,PATTERSON GARDENS,2012,610000
2973,PATTERSON LAKES,2012,730000
2974,PAYNESVILLE,2012,290000
2975,PEARCEDALE,2012,425000
2976,PENSHURST,2012,83000
2977,PETERBOROUGH,2012,333000
2978,PIONEER BAY,2012,235000
2979,PLENTY,2012,770000
2980,POINT COOK,2012,435000
2981,POINT LONSDALE,2012,700000
2982,POOWONG,2012,185000
2983,POREPUNKAH,2012,285000
2984,PORT ALBERT,2012,235000
2985,PORT FAIRY,2012,410000
2986,PORT FRANKLIN,2012,232000
2987,PORT MELBOURNE,2012,960000
2988,PORT WELSHPOOL,2012,266000
2989,PORTARLINGTON,2012,389000
2990,PORTLAND,2012,227500
2991,PORTLAND NORTH,2012,226500
2992,PORTSEA,2012,1398000
2993,PRAHRAN,2012,932500
2994,PRESTON,2012,580000
2995,PRINCES HILL,2012,928500
2996,PYRAMID HILL,2012,100000
2997,QUARRY HILL,2012,300000
2998,QUEENSCLIFF,2012,697500
2999,RAINBOW,2012,69000
3000,RAWSON,2012,141500
3001,RAYMOND ISLAND,2012,310000
3002,RED CLIFFS,2012,157000
3003,REDAN,2012,237000
3004,RESEARCH,2012,622500
3005,RESERVOIR,2012,468500
3006,RHYLL,2012,400000
3007,RICHMOND,2012,823000
3008,RIDDELLS CREEK,2012,380000
3009,RINGWOOD,2012,503500
3010,RINGWOOD EAST,2012,490000
3011,RINGWOOD NORTH,2012,564000
3012,RIPPLESIDE,2012,414000
3013,ROBINVALE,2012,176000
3014,ROCHESTER,2012,210000
3015,ROCKBANK,2012,262000
3016,ROMSEY,2012,367500
3017,ROSANNA,2012,652500
3018,ROSEBUD,2012,350000
3019,ROSEBUD SOUTH,2012,450000
3020,ROSEDALE,2012,208500
3021,ROWVILLE,2012,530000
3022,ROXBURGH PARK,2012,355000
3023,RUSHWORTH,2012,190000
3024,RUTHERGLEN,2012,235000
3025,RYE,2012,422000
3026,SAFETY BEACH,2012,551000
3027,SAILORS GULLY,2012,257500
3028,SALE,2012,274000
3029,SAN REMO,2012,402500
3030,SANCTUARY LAKES,2012,512500
3031,SANDHURST,2012,510000
3032,SANDRINGHAM,2012,1175000
3033,SANDY POINT,2012,355000
3034,SASSAFRAS,2012,397500
3035,SCORESBY,2012,480000
3036,SEA LAKE,2012,65000
3037,SEABROOK,2012,403500
3038,SEAFORD,2012,392500
3039,SEAHOLME,2012,600000
3040,SEASPRAY,2012,192500
3041,SEBASTOPOL,2012,239500
3042,SEDDON,2012,670000
3043,SELBY,2012,410000
3044,SEVILLE,2012,380000
3045,SEVILLE EAST,2012,342500
3046,SEYMOUR,2012,220000
3047,SHEPPARTON,2012,240000
3048,SHEPPARTON NORTH,2012,284000
3049,SHOREHAM,2012,618000
3050,SILVERLEAVES,2012,505000
3051,SKENES CREEK,2012,532500
3052,SKIPTON,2012,149000
3053,SKYE,2012,390000
3054,SMITHS BEACH,2012,430000
3055,SMYTHESDALE,2012,207500
3056,SOLDIERS HILL,2012,292500
3057,SOMERS,2012,692500
3058,SOMERVILLE,2012,360000
3059,SORRENTO,2012,730000
3060,SOUTH DUDLEY,2012,216500
3061,SOUTH GEELONG,2012,430000
3062,SOUTH KINGSVILLE,2012,610000
3063,SOUTH MELBOURNE,2012,930000
3064,SOUTH MORANG,2012,420000
3065,SOUTH YARRA,2012,1238000
3066,SPOTSWOOD,2012,655000
3067,SPRING GULLY,2012,340000
3068,SPRINGVALE,2012,448000
3069,SPRINGVALE SOUTH,2012,408000
3070,ST ALBANS,2012,348000
3071,ST ALBANS PARK,2012,307500
3072,ST ANDREWS BEACH,2012,714000
3073,ST ARNAUD,2012,123000
3074,ST HELENA,2012,550500
3075,ST KILDA,2012,861000
3076,ST KILDA EAST,2012,993000
3077,ST KILDA WEST,2012,1262500
3078,ST LEONARDS,2012,363000
3079,STANHOPE,2012,175000
3080,STAWELL,2012,167000
3081,STRATFORD,2012,267500
3082,STRATHDALE,2012,361000
3083,STRATHFIELDSAYE,2012,359000
3084,STRATHMERTON,2012,164500
3085,STRATHMORE,2012,800000
3086,STRATHMORE HEIGHTS,2012,605000
3087,STRATHTULLOH,2012,191000
3088,STUDFIELD,2012,480500
3089,SUNBURY,2012,350000
3090,SUNDERLAND BAY,2012,265000
3091,SUNNYCLIFFS,2012,200000
3092,SUNSET STRIP,2012,286500
3093,SUNSHINE,2012,400000
3094,SUNSHINE NORTH,2012,395000
3095,SUNSHINE WEST,2012,375000
3096,SURF BEACH,2012,350000
3097,SURREY HILLS,2012,1121500
3098,SWAN HILL,2012,225000
3099,SYDENHAM,2012,415000
3100,SYNDAL,2012,778000
3101,TALLANGATTA,2012,185000
3102,TARNEIT,2012,356000
3103,TATURA,2012,229500
3104,TAWONGA,2012,231000
3105,TAWONGA SOUTH,2012,255000
3106,TAYLORS HILL,2012,480000
3107,TAYLORS LAKES,2012,477500
3108,TECOMA,2012,412000
3109,TEMPLESTOWE,2012,811000
3110,TEMPLESTOWE LOWER,2012,670000
3111,TERANG,2012,155000
3112,THE BASIN,2012,410000
3113,THE HONEYSUCKLES,2012,215000
3114,THE PATCH,2012,417500
3115,THOMASTOWN,2012,365000
3116,THOMSON (GREATER GEELONG),2012,273500
3117,THORNBURY,2012,715500
3118,THORNHILL PARK,2012,-
3119,TIMBOON,2012,212500
3120,TONGALA,2012,175000
3121,TOONGABBIE,2012,212500
3122,TOORA,2012,210000
3123,TOORADIN,2012,380000
3124,TOORAK,2012,2775000
3125,TOOTGAROOK,2012,390000
3126,TORQUAY,2012,565000
3127,TRAFALGAR,2012,285000
3128,TRARALGON,2012,260000
3129,TRARALGON EAST,2012,402500
3130,TRAVANCORE,2012,810000
3131,TRENTHAM,2012,331500
3132,TRUGANINA,2012,341500
3133,TULLAMARINE,2012,393500
3134,TYABB,2012,372500
3135,TYLDEN,2012,325000
3136,UPPER FERNTREE GULLY,2012,410000
3137,UPWEY,2012,422500
3138,VENTNOR,2012,363500
3139,VENUS BAY,2012,238500
3140,VERMONT,2012,571000
3141,VERMONT SOUTH,2012,654500
3142,VIEWBANK,2012,589000
3143,VIOLET TOWN,2012,204500
3144,WAHGUNYAH,2012,244000
3145,WALKERVILLE,2012,280000
3146,WALLAN,2012,335000
3147,WALLAN EAST,2012,317000
3148,WANDANA HEIGHTS,2012,557500
3149,WANDIN NORTH,2012,379000
3150,WANGARATTA,2012,240000
3151,WANTIRNA,2012,515000
3152,WANTIRNA SOUTH,2012,542500
3153,WARBURTON,2012,300000
3154,WARNEET,2012,284000
3155,WARRACKNABEAL,2012,105000
3156,WARRAGUL,2012,300000
3157,WARRANDYTE,2012,620000
3158,WARRANWOOD,2012,654000
3159,WARRNAMBOOL,2012,316500
3160,WATERWAYS,2012,682000
3161,WATSONIA,2012,462000
3162,WATSONIA NORTH,2012,462000
3163,WATTLE GLEN,2012,527000
3164,WAURN PONDS,2012,452500
3165,WEDDERBURN,2012,122500
3166,WEIR VIEWS,2012,407000
3167,WENDOUREE,2012,236500
3168,WENDOUREE WEST,2012,167500
3169,WERRIBEE,2012,300000
3170,WERRIBEE SOUTH,2012,440000
3171,WESBURN,2012,290000
3172,WEST FOOTSCRAY,2012,532500
3173,WEST MELBOURNE,2012,720000
3174,WEST WODONGA,2012,267500
3175,WESTALL,2012,475500
3176,WESTGARTH,2012,840000
3177,WESTMEADOWS,2012,377500
3178,WHEELERS HILL,2012,669000
3179,WHITE HILLS,2012,275000
3180,WHITTINGTON,2012,252000
3181,WHITTLESEA,2012,365000
3182,WILLAURA,2012,98000
3183,WILLIAMS LANDING,2012,450000
3184,WILLIAMSTOWN,2012,901000
3185,WILLIAMSTOWN NORTH,2012,680000
3186,WIMBLEDON HEIGHTS,2012,290000
3187,WINCHELSEA,2012,268500
3188,WINDSOR,2012,818000
3189,WINTER VALLEY,2012,353500
3190,WODONGA,2012,255500
3191,WOLLERT,2012,410000
3192,WONGA PARK,2012,622500
3193,WONTHAGGI,2012,229000
3194,WOODEND,2012,430000
3195,WOOLAMAI WATERS,2012,350000
3196,WOORI YALLOCK,2012,315000
3197,WY YUNG,2012,325000
3198,WYCHEPROOF,2012,96500
3199,WYE RIVER,2012,557500
3200,WYNDHAM VALE,2012,286500
3201,YACKANDANDAH,2012,272500
3202,YALLAMBIE,2012,471000
3203,YALLOURN NORTH,2012,161000
3204,YARRA GLEN,2012,395000
3205,YARRA JUNCTION,2012,397000
3206,YARRAGON,2012,266000
3207,YARRAM,2012,215000
3208,YARRAVILLE,2012,613000
3209,YARRAWONGA,2012,300000
3210,YEA,2012,255000
3211,YINNAR,2012,221500
3212,ABBOTSFORD,2013,792500
3213,ABERFELDIE,2013,947500
3214,AINTREE,2013,-
3215,AIREYS INLET,2013,664000
3216,AIRPORT WEST,2013,532000
3217,ALBANVALE,2013,313000
3218,ALBERT PARK,2013,1360000
3219,ALBION,2013,379000
3220,ALEXANDRA,2013,261000
3221,ALFREDTON,2013,361500
3222,ALLANSFORD,2013,310000
3223,ALPHINGTON,2013,1080000
3224,ALTONA,2013,575000
3225,ALTONA EAST,2013,561000
3226,ALTONA MEADOWS,2013,390000
3227,ALTONA NORTH,2013,510000
3228,ANGLESEA,2013,550000
3229,APOLLO BAY,2013,450000
3230,ARARAT,2013,180000
3231,ARDEER,2013,330000
3232,ARMADALE,2013,1675000
3233,ARMSTRONG CREEK,2013,467500
3234,ASCOT (GREATER BENDIGO),2013,349500
3235,ASCOT VALE,2013,735000
3236,ASHBURTON,2013,1000000
3237,ASHWOOD,2013,775000
3238,ASPENDALE,2013,620000
3239,ASPENDALE GARDENS,2013,586500
3240,ATTWOOD,2013,540000
3241,AVENEL,2013,231000
3242,AVOCA,2013,182500
3243,AVONDALE HEIGHTS,2013,532500
3244,AVONSLEIGH,2013,420000
3245,BACCHUS MARSH,2013,335500
3246,BADGER CREEK,2013,315000
3247,BAIRNSDALE,2013,235000
3248,BALACLAVA,2013,860500
3249,BALCOMBE,2013,712500
3250,BALLAN,2013,352000
3251,BALLARAT CENTRAL,2013,322000
3252,BALLARAT EAST,2013,265000
3253,BALLARAT NORTH,2013,296000
3254,BALNARRING,2013,525000
3255,BALNARRING BEACH,2013,750000
